	name	race	sex
4335	Kindly Nurse	Elezen	Female
4336	Lampito	Elezen	Female
4337	Languid Noblewoman	Elezen	Female
4338	Laniaitte	Elezen	Female
4339	Laraina	Elezen	Female
4340	Lascivious Lass	Elezen	Female
4341	Lauriane	Elezen	Female
4342	Laurisse de Jervaint	Elezen	Female
4343	Leery Lowborn	Elezen	Female
4344	Leggy Dancer	Elezen	Female
4345	Leonnie	Elezen	Female
4346	Liavinne	Elezen	Female
4347	Lightly Boiled Woman	Elezen	Female
4348	Lisellaie	Elezen	Female
4349	Lisette de Valentione	Elezen	Female
4350	Lisie	Elezen	Female
4351	Loanne	Elezen	Female
4352	Lodille	Elezen	Female
4353	Lorathia	Elezen	Female
4354	Louviaune	Elezen	Female
4355	Lowborn Crone	Elezen	Female
4356	Lucia	Elezen	Female
4357	Luciae	Elezen	Female
4358	Luciane	Elezen	Female
4359	Lucinne	Elezen	Female
4360	Lunnie	Elezen	Female
4361	Lycelle	Elezen	Female
4362	Madelle	Elezen	Female
4363	Maelie	Elezen	Female
4364	Maelle	Elezen	Female
4365	Maenne	Elezen	Female
4366	Maira	Elezen	Female
4367	Malevolent Mummer (Elezen)	Elezen	Female
4368	Marcette	Elezen	Female
4369	Margault	Elezen	Female
4370	Masked Assailant	Elezen	Female
4371	Material Supplier (Great Wyrm's Gate)	Elezen	Female
4372	Maunie	Elezen	Female
4373	Maurilette	Elezen	Female
4374	Maxinne	Elezen	Female
4375	Melanippe	Elezen	Female
4376	Melisie	Elezen	Female
4377	Mellaine	Elezen	Female
4378	Melodious Girl	Elezen	Female
4379	Mender (Poieten Oikos)	Elezen	Female
4380	Mender (The Twelve Wonders)	Elezen	Female
4381	Merchant & Mender (Fullflower Comb)	Elezen	Female
4382	Meurise	Elezen	Female
4383	Millie	Elezen	Female
4384	Miounne	Elezen	Female
4385	Mirthful Maiden	Elezen	Female
4386	Mitainie	Elezen	Female
4387	Mitron Creator	Elezen	Female
4388	Monne	Elezen	Female
4389	Moonfire Faire Chaperone (2014) (Mih Khetto's Amphitheatre)	Elezen	Female
4390	Mosanilde	Elezen	Female
4391	Mother Miounne	Elezen	Female
4392	Mournful Mother	Elezen	Female
4393	Moyce	Elezen	Female
4394	Muriaule	Elezen	Female
4395	Mylenie	Elezen	Female
4396	Nadinie	Elezen	Female
4397	Nelinnie	Elezen	Female
4398	Nimie	Elezen	Female
4399	Ninianne	Elezen	Female
4400	Ninne	Elezen	Female
4401	Nivie	Elezen	Female
4402	Noalle	Elezen	Female
4403	Noelle	Elezen	Female
4404	Nonplussed Noblewoman	Elezen	Female
4405	Norlaise	Elezen	Female
4406	Novice Retainer	Elezen	Female
4407	OIC Quartermaster (Gridania)	Elezen	Female
4408	Observant Octogenarian	Elezen	Female
4409	Occupied Administrator	Elezen	Female
4410	Octavia	Elezen	Female
4411	Odilie	Elezen	Female
4412	Officiant of the Graces	Elezen	Female
4413	Old World Astrologian	Elezen	Female
4414	Ombeline	Elezen	Female
4415	Ombelle	Elezen	Female
4416	Ondine	Elezen	Female
4417	Openmouthed Girl	Elezen	Female
4418	Ophelie	Elezen	Female
4419	Ophie	Elezen	Female
4420	Ophilyne	Elezen	Female
4421	Oriane	Elezen	Female
4422	Osaulie	Elezen	Female
4423	Outspoken Councilor	Elezen	Female
4424	Pamirisse	Elezen	Female
4425	Pascaline	Elezen	Female
4426	Pauline	Elezen	Female
4427	Paultisanne	Elezen	Female
4428	Perimede	Elezen	Female
4429	Pernicious Poacher	Elezen	Female
4430	Picker of Locks (Lavender Beds)	Elezen	Female
4431	Picker of Locks (Mistgate Square Subdivision)	Elezen	Female
4432	Picker of Locks (Shirogane)	Elezen	Female
4433	Picker of Locks (The Goblet)	Elezen	Female
4434	Picker of Locks (The Pillars)	Elezen	Female
4435	Pienne	Elezen	Female
4436	Pirate Captain	Elezen	Female
4437	Ponette	Elezen	Female
4438	Precocious Poppet	Elezen	Female
4439	Principled Pauper	Elezen	Female
4440	Prosperous Adventurer	Elezen	Female
4441	Prunilla	Elezen	Female
4442	Race Chocobo Trainer	Elezen	Female
4443	Ravishing Resident	Elezen	Female
4444	Recompense Officer (Gridania)	Elezen	Female
4445	Red-faced Girl	Elezen	Female
4446	Relaxed Rabbit	Elezen	Female
4447	Reserved Representative	Elezen	Female
4448	Rielle	Elezen	Female
4449	Rivienne	Elezen	Female
4450	Rose Knight	Elezen	Female
4451	Roseline	Elezen	Female
4452	Rotten-toothed Girl	Elezen	Female
4453	Rowena's Representative (Ishgard Aetheryte Plaza)	Elezen	Female
4454	Ruffled Resident	Elezen	Female
4455	Rugged Refugee	Elezen	Female
4456	Samiane	Elezen	Female
4457	Sappho	Elezen	Female
4458	Saulette	Elezen	Female
4459	Scholasticate Lector	Elezen	Female
4460	Scouting Party Dragoon	Elezen	Female
4461	Scrip Exchange (Searchers' Meet)	Elezen	Female
4462	Scrip Exchange (Shaded Bower)	Elezen	Female
4463	Seasoned Adventurer (Adventurers and Admirers)	Elezen	Female
4464	Seasoned Tracker	Elezen	Female
4465	Selaine	Elezen	Female
4466	Serpent Conjurer (Elezen)	Elezen	Female
4467	Serpent Private (Senna's Pride)	Elezen	Female
4468	Serpent Quartermaster	Elezen	Female
4469	Serpent Recruit (Vira Nilya)	Elezen	Female
4470	Sestria	Elezen	Female
4471	Sharlayan Assassin	Elezen	Female
4472	Shifty Conjurer	Elezen	Female
4473	Sibylane	Elezen	Female
4474	Sidonia	Elezen	Female
4475	Silent Conjurer	Elezen	Female
4476	Simmie	Elezen	Female
4477	Sinette	Elezen	Female
4478	Sleepy Student	Elezen	Female
4479	Sleepy Student?	Elezen	Female
4480	Sociable Citizen	Elezen	Female
4481	Sofine	Elezen	Female
4482	Soubinie	Elezen	Female
4483	Spineless Seminarian	Elezen	Female
4484	Splendiferous Starlight Celebrant	Elezen	Female
4485	Splendors Vendor (Eulmore)	Elezen	Female
4486	Splendors Vendor (Idyllshire)	Elezen	Female
4487	Spoils Collector (Airship Landing)	Elezen	Female
4488	Spoils Collector (Akanegumo Bridge)	Elezen	Female
4489	Spoils Collector (Goblet Exchange Subdivision)	Elezen	Female
4490	Spoils Collector (Lavender Beds)	Elezen	Female
4491	Spoils Collector (Mist)	Elezen	Female
4492	Spoils Collector (Mist Beach Subdivision)	Elezen	Female
4493	Spoils Collector (Senna's Pride)	Elezen	Female
4494	Spoils Collector (Shirogane)	Elezen	Female
4495	Spoils Collector (The ''Bounty'')	Elezen	Female
4496	Spoils Collector (The Diadem)	Elezen	Female
4497	Spoils Collector (The Goblet)	Elezen	Female
4498	Spoils Collector (The Pillars)	Elezen	Female
4499	Steamy Associate	Elezen	Female
4500	Stranded Woman	Elezen	Female
4501	Stubborn Sutler	Elezen	Female
4502	T	Elezen	Female
4503	Tabeth	Elezen	Female
4504	Taciturn Temple Knight	Elezen	Female
4505	Tanie	Elezen	Female
4506	Tanine	Elezen	Female
4507	Teanna	Elezen	Female
4508	Tearful Tot	Elezen	Female
4509	Temple Chirurgeon	Elezen	Female
4510	Tenterhooked Temple Knight	Elezen	Female
4511	Theanne	Elezen	Female
4512	Theano	Elezen	Female
4513	Theodora	Elezen	Female
4514	Theva	Elezen	Female
4515	Thickly Painted Noblewoman	Elezen	Female
4516	Timid Tot	Elezen	Female
4517	Timinne	Elezen	Female
4518	Tribunal Superior	Elezen	Female
4519	Unfit Knight	Elezen	Female
4520	Unhurried Observer	Elezen	Female
4521	Unruffled Refugee	Elezen	Female
4522	Untrustworthy Illusionist (2015) (Leatherworkers' Guild)	Elezen	Female
4523	Uphanne	Elezen	Female
4524	Vandealine	Elezen	Female
4525	Vayne	Elezen	Female
4526	Vengeful Maiden	Elezen	Female
4527	Verpaulaine's Mother	Elezen	Female
4528	Violenne	Elezen	Female
4529	Vionne	Elezen	Female
4530	Vivenne	Elezen	Female
4531	Wailing Widow	Elezen	Female
4532	Waiting Woman	Elezen	Female
4533	Well-dressed Townsperson	Elezen	Female
4534	Well-mannered Widow	Elezen	Female
4535	Well-poised Woman	Elezen	Female
4536	Witless Wood Wailer	Elezen	Female
4537	World-weary Maiden	Elezen	Female
4538	Wounded Convictor	Elezen	Female
4539	Yaelle	Elezen	Female
4540	Yannie	Elezen	Female
4541	Yloise	Elezen	Female
4542	Yoenne	Elezen	Female
4543	Yolaine	Elezen	Female
4544	Ysaudore	Elezen	Female
4545	Ysayle	Elezen	Female
4546	Ystride	Elezen	Female
4547	Zabinie	Elezen	Female
4548	3rd Platoon Soldier	Lalafell	Male
4549	7	Lalafell	Male
4550	8	Lalafell	Male
4551	Abazi Charazi	Lalafell	Male
4552	Abducted Ala Mhigan (Lalafell)	Lalafell	Male
4553	Accommodating Dwarf	Lalafell	Male
4554	Accompanying Naturalist	Lalafell	Male
4555	Affable Townsdwarf	Lalafell	Male
4556	Aisibhir's Windward	Lalafell	Male
4557	Alka Zolka	Lalafell	Male
4558	Alka Zolka the Slayer	Lalafell	Male
4559	Alka Zolka the Thinker	Lalafell	Male
4560	Alza Gamilza	Lalafell	Male
4561	Amarokeep (Tomra)	Lalafell	Male
4562	Assaulted Importer	Lalafell	Male
4563	Babawai	Lalafell	Male
4564	Bango Zango	Lalafell	Male
4565	Bebemai	Lalafell	Male
4566	Behatted Sprat	Lalafell	Male
4567	Bibichua	Lalafell	Male
4568	Bobolan	Lalafell	Male
4569	Bobonima	Lalafell	Male
4570	Bomott	Lalafell	Male
4571	Brass Blade (Men Who See Goats)	Lalafell	Male
4572	Bubudoga	Lalafell	Male
4573	Bubukkuli	Lalafell	Male
4574	Chachamun	Lalafell	Male
4575	Chechezan	Lalafell	Male
4576	Chocobokeep (Black Brush Station)	Lalafell	Male
4577	Chocobokeep (Camp Drybone)	Lalafell	Male
4578	Chocobokeep (Ceruleum Processing Plant)	Lalafell	Male
4579	Chocobokeep (Horizon)	Lalafell	Male
4580	Chocobokeep (The Silver Bazaar)	Lalafell	Male
4581	Cicidoa	Lalafell	Male
4582	Cloaked Cutthroat	Lalafell	Male
4583	Cocobani	Lalafell	Male
4584	Cocobezi	Lalafell	Male
4585	Cocoboha	Lalafell	Male
4586	Cocobuki	Lalafell	Male
4587	Cocobusi	Lalafell	Male
4588	Cocobygo	Lalafell	Male
4589	Cocorama	Lalafell	Male
4590	Collector-in-training	Lalafell	Male
4591	Concerned Townsdwarf	Lalafell	Male
4592	Conspicuously Inconspicuous Man	Lalafell	Male
4593	Crystal Caravan Actor	Lalafell	Male
4594	Dadanen	Lalafell	Male
4595	Debt Collector	Lalafell	Male
4596	Decisive Dwarf	Lalafell	Male
4597	Dedean	Lalafell	Male
4598	Demanding Dwarf	Lalafell	Male
4599	Devious Derelict	Lalafell	Male
4600	Didilata	Lalafell	Male
4601	Dig Site Chief	Lalafell	Male
4602	Dig Site Watch	Lalafell	Male
4603	Diminutive Gleaner	Lalafell	Male
4604	Dismayed Dwarf	Lalafell	Male
4605	Distinguished Lalafell	Lalafell	Male
4606	Dodogun	Lalafell	Male
4607	Dodomun	Lalafell	Male
4608	Dodoroba	Lalafell	Male
4609	Dodozan	Lalafell	Male
4610	Doomsaying Dwarf	Lalafell	Male
4611	Dour Dwarf	Lalafell	Male
4612	Drowsy Dwarf	Lalafell	Male
4613	Dural Tharal	Lalafell	Male
4614	Durim Falurim	Lalafell	Male
4615	Dwarf Observer	Lalafell	Male
4616	Dwarven Bombardier	Lalafell	Male
4617	Dwarven Cooper	Lalafell	Male
4618	Dwarven Designer	Lalafell	Male
4619	Dwarven Distiller	Lalafell	Male
4620	Dwarven Elder	Lalafell	Male
4621	Dwarven Foreman	Lalafell	Male
4622	Dwarven Mechanic	Lalafell	Male
4623	Dwarven Procurer	Lalafell	Male
4624	Dwarven Promoter	Lalafell	Male
4625	Dwarven Quartermaster	Lalafell	Male
4626	Dwarven Researcher	Lalafell	Male
4627	Dwarven Smithy	Lalafell	Male
4628	Dwarven Surveyor	Lalafell	Male
4629	Dwarven Tinkerer	Lalafell	Male
4630	Dwarven Trader	Lalafell	Male
4631	Earnest Villager	Lalafell	Male
4632	East Aldenard Trading Company Associate	Lalafell	Male
4633	Eccentric Villager	Lalafell	Male
4634	Ejika Tsunjika	Lalafell	Male
4635	Enamored Enthusiast	Lalafell	Male
4636	Erapi Taropi	Lalafell	Male
4637	Excitable Student	Lalafell	Male
4638	Excitable Villager	Lalafell	Male
4639	Excitable Youth	Lalafell	Male
4640	Fafafono	Lalafell	Male
4641	Fafajoni	Lalafell	Male
4642	Faire Adventurer (Lalafell)	Lalafell	Male
4643	Fewon Bulion	Lalafell	Male
4644	Flame Agent	Lalafell	Male
4645	Flame Private (An Inconvenient Truth)	Lalafell	Male
4646	Flame Private Third Class	Lalafell	Male
4647	Flame Recruit (Drybone Lalafell)	Lalafell	Male
4648	Flame Recruit (Stormblood)	Lalafell	Male
4649	Flame Recruit (Taken Lalafell)	Lalafell	Male
4650	Flame Scout (Bad Camp)	Lalafell	Male
4651	Flame Scout (Diamond in the Rough)	Lalafell	Male
4652	Flame Sergeant (FATE)	Lalafell	Male
4653	Flame Thaumaturge	Lalafell	Male
4654	Former Stoneblighted	Lalafell	Male
4655	Frantic Attendant	Lalafell	Male
4656	Fufulupa	Lalafell	Male
4657	Fun-loving Fellow	Lalafell	Male
4658	Futag Yafutag	Lalafell	Male
4659	Gagalyo	Lalafell	Male
4660	Gagarua	Lalafell	Male
4661	Gagaruna	Lalafell	Male
4662	Gegeruju	Lalafell	Male
4663	Gesugg	Lalafell	Male
4664	Giginasu	Lalafell	Male
4665	Gigiwazu	Lalafell	Male
4666	Gigiyon	Lalafell	Male
4667	Giritt	Lalafell	Male
4668	Girutt	Lalafell	Male
4669	Glagg	Lalafell	Male
4670	Gogg Dwarf	Lalafell	Male
4671	Gogg Lookout	Lalafell	Male
4672	Gogolata	Lalafell	Male
4673	Golden Eye Yuyuhase	Lalafell	Male
4674	Good-natured Dwarf	Lalafell	Male
4675	Gossipy Dwarf	Lalafell	Male
4676	Gratt	Lalafell	Male
4677	Grizzled Adventurer	Lalafell	Male
4678	Grizzled Adventurer (Calling All Adventurers)	Lalafell	Male
4679	Guguremu	Lalafell	Male
4680	Guguriya	Lalafell	Male
4681	Gungi Zelungi	Lalafell	Male
4682	Gurumi Borlumi	Lalafell	Male
4683	Hahasako	Lalafell	Male
4684	Haneko Burneko	Lalafell	Male
4685	Hapless Treasure Hunter	Lalafell	Male
4686	Hardened Miner	Lalafell	Male
4687	Havak Alvak	Lalafell	Male
4688	Heartless Moneylender	Lalafell	Male
4689	Hehezofu	Lalafell	Male
4690	Hihibaru	Lalafell	Male
4691	Hihine	Lalafell	Male
4692	Hihiyaja	Lalafell	Male
4693	Hostile Husband	Lalafell	Male
4694	Humble Brass Blade	Lalafell	Male
4695	Hunter-scholar (Camp Drybone)	Lalafell	Male
4696	Hunter-scholar (The Gods' Grip)	Lalafell	Male
4697	Impatient Son	Lalafell	Male
4698	Incorrigible Youth	Lalafell	Male
4699	Industrious Refugee	Lalafell	Male
4700	Jajakuta	Lalafell	Male
4701	Jajanzo	Lalafell	Male
4702	Jajasamu	Lalafell	Male
4703	Jijilyo	Lalafell	Male
4704	Jojonpa	Lalafell	Male
4705	Jolly Merchant Lodesman	Lalafell	Male
4706	Jolly Raptor Runner	Lalafell	Male
4707	Junkmonger (Camp Drybone)	Lalafell	Male
4708	Junkmonger (Minotaur Malm)	Lalafell	Male
4709	Junkmonger (The Goblet)	Lalafell	Male
4710	Kaizo Poraizo	Lalafell	Male
4711	Kakalai	Lalafell	Male
4712	Kakalan	Lalafell	Male
4713	Kakamehi	Lalafell	Male
4714	Kamlito Halito	Lalafell	Male
4715	Karutt	Lalafell	Male
4716	Kazai Buoyzai	Lalafell	Male
4717	Kekezani	Lalafell	Male
4718	Kokkol Dankkol	Lalafell	Male
4719	Kokomui	Lalafell	Male
4720	Kokosamu	Lalafell	Male
4721	Konogg	Lalafell	Male
4722	Konpi Kurunpi	Lalafell	Male
4723	Korutt	Lalafell	Male
4724	Kukuvachi	Lalafell	Male
4725	Kuzai Tazai	Lalafell	Male
4726	Lalafell Fellow	Lalafell	Male
4727	Lalafellin Knave	Lalafell	Male
4728	Lalafellin Trader	Lalafell	Male
4729	Lalayoma	Lalafell	Male
4730	Lamenting Lalafell	Lalafell	Male
4731	Laughing Alchemist	Lalafell	Male
4732	Loitering Lad	Lalafell	Male
4733	Lolomaya	Lalafell	Male
4734	Lolorito	Lalafell	Male
4735	Lovelorn Townsdwarf	Lalafell	Male
4736	Magutt	Lalafell	Male
4737	Makago Nokago	Lalafell	Male
4738	Mamajaru	Lalafell	Male
4739	Marine Rabbit	Lalafell	Male
4740	Material Supplier (Mist)	Lalafell	Male
4741	Material Supplier (The Goblet)	Lalafell	Male
4742	Mayaru Moyaru	Lalafell	Male
4743	Memedesu	Lalafell	Male
4744	Memenaru	Lalafell	Male
4745	Memenugu	Lalafell	Male
4746	Memeriga	Lalafell	Male
4747	Memezofu	Lalafell	Male
4748	Mender (Upper Acrinthos)	Lalafell	Male
4749	Mera Pamera	Lalafell	Male
4750	Merchant & Mender (Crescent Cove)	Lalafell	Male
4751	Merchant & Mender (Saint Coinach's Find)	Lalafell	Male
4752	Merchant & Mender (Vesper Bay)	Lalafell	Male
4753	Mimidoa	Lalafell	Male
4754	Mimigun	Lalafell	Male
4755	Minion Master	Lalafell	Male
4756	Minion Square Guide	Lalafell	Male
4757	Modest Merchant	Lalafell	Male
4758	Momoraji	Lalafell	Male
4759	Momoroto	Lalafell	Male
4760	Momozigo	Lalafell	Male
4761	Moonfire Faire Chaperone (Event)	Lalafell	Male
4762	Mortified Storm Private	Lalafell	Male
4763	Mozon Dalazon	Lalafell	Male
4764	Mujen Polajen	Lalafell	Male
4765	Mulfa Kelfa	Lalafell	Male
4766	Multiloquent Merchant	Lalafell	Male
4767	Mumuepo	Lalafell	Male
4768	Mumugoi	Lalafell	Male
4769	Mumunari	Lalafell	Male
4770	Mumutano	Lalafell	Male
4771	Munificent Merchant	Lalafell	Male
4772	Muttering Merchant	Lalafell	Male
4773	Namono Tayamono	Lalafell	Male
4774	Nanahomi	Lalafell	Male
4775	Nanajapi	Lalafell	Male
4776	Nanalai	Lalafell	Male
4777	Nanamuko	Lalafell	Male
4778	Nanapasi	Lalafell	Male
4779	Nanaphon	Lalafell	Male
4780	Nanasomi	Lalafell	Male
4781	Nazyl Duzyl	Lalafell	Male
4782	Near Eastern Merchant	Lalafell	Male
4783	Nenebaru	Lalafell	Male
4784	Nervous Merchant	Lalafell	Male
4785	Neymi Funomi	Lalafell	Male
4786	Nojiro Marujiro	Lalafell	Male
4787	Nonchalant Dwarf	Lalafell	Male
4788	Nonolato	Lalafell	Male
4789	Nonomeda	Lalafell	Male
4790	Nononzo	Lalafell	Male
4791	Nonopesa	Lalafell	Male
4792	Nonowato	Lalafell	Male
4793	Noticeably Dusty Citizen	Lalafell	Male
4794	Novice Explorer	Lalafell	Male
4795	Nunulupa Tatalupa	Lalafell	Male
4796	Nunuzofu	Lalafell	Male
4797	Nutiba Buntiba	Lalafell	Male
4798	OIC Quartermaster (Ul'dah)	Lalafell	Male
4799	Odde	Lalafell	Male
4800	Ojika Tsunjika	Lalafell	Male
4801	Otan Yaratan	Lalafell	Male
4802	Otopa Pottopa	Lalafell	Male
4803	Ozun Nazun	Lalafell	Male
4804	Paiyo Reiyo	Lalafell	Male
4805	Panicked Yellowjacket	Lalafell	Male
4806	Papalymo	Lalafell	Male
4807	Papashan	Lalafell	Male
4808	Papatori	Lalafell	Male
4809	Papawazu	Lalafell	Male
4810	Paranoid Miner	Lalafell	Male
4811	Perimu Haurimu	Lalafell	Male
4812	Phoibos Monitor	Lalafell	Male
4813	Pilfa Dalfa	Lalafell	Male
4814	Pipimaya	Lalafell	Male
4815	Pipin	Lalafell	Male
4816	Popokkuli	Lalafell	Male
4817	Poponagu	Lalafell	Male
4818	Precocious Adventurer	Lalafell	Male
4819	Proud Miner	Lalafell	Male
4820	Puffing Pyrotechnician	Lalafell	Male
4821	Ququruka	Lalafell	Male
4822	Rakitt	Lalafell	Male
4823	Ramaka Fumamaka	Lalafell	Male
4824	Raragun	Lalafell	Male
4825	Rarakiya	Lalafell	Male
4826	Razyn Molzyn	Lalafell	Male
4827	Razyn Mylzyn	Lalafell	Male
4828	Reformist Accountant	Lalafell	Male
4829	Regitt	Lalafell	Male
4830	Reremaki	Lalafell	Male
4831	Rerenasu	Lalafell	Male
4832	Rereroto	Lalafell	Male
4833	Resting Merchant	Lalafell	Male
4834	Riott	Lalafell	Male
4835	Riridesu	Lalafell	Male
4836	Ririphon	Lalafell	Male
4837	Ririzan	Lalafell	Male
4838	Ronitt	Lalafell	Male
4839	Rorojaru	Lalafell	Male
4840	Roroton	Lalafell	Male
4841	Royal Seneschal (2014) (Ruby Road Exchange)	Lalafell	Male
4842	Royal Seneschal (2016) (Ruby Road Exchange)	Lalafell	Male
4843	Royal Seneschal (2017) (Ruby Road Exchange)	Lalafell	Male
4844	Royal Seneschal (2017) (Ul'dah Aetheryte Plaza)	Lalafell	Male
4845	Royal Seneschal (2018) (The Quicksand)	Lalafell	Male
4846	Royal Seneschal (2019) (The Quicksand)	Lalafell	Male
4847	Royal Seneschal (2020) (Sapphire Avenue Exchange)	Lalafell	Male
4848	Royal Seneschal (2020) (The Quicksand)	Lalafell	Male
4849	Royal Seneschal (2021) (Ruby Road Exchange)	Lalafell	Male
4850	Royal Seneschal (2021) (The Quicksand)	Lalafell	Male
4851	Royal Seneschal (2022) (Ul'dah)	Lalafell	Male
4852	Royal Seneschal (2023)	Lalafell	Male
4853	Ruimo Falaimo	Lalafell	Male
4854	Rukusa Farusa	Lalafell	Male
4855	Rurubana	Lalafell	Male
4856	Rurukuta	Lalafell	Male
4857	Rururaji	Lalafell	Male
4858	Rururemu	Lalafell	Male
4859	S	Lalafell	Male
4860	Sabotender Guia	Lalafell	Male
4861	Samurai-esque Lalafell	Lalafell	Male
4862	Sark Malark	Lalafell	Male
4863	Sasamero	Lalafell	Male
4864	Sasapano	Lalafell	Male
4865	Sasapiku	Lalafell	Male
4866	Sasawai	Lalafell	Male
4867	Scrupulous Shopkeep	Lalafell	Male
4868	Senor Desinflado	Lalafell	Male
4869	Senor Sabotender	Lalafell	Male
4870	Servile Sultansworn	Lalafell	Male
4871	Seserikku	Lalafell	Male
4872	Seseroga	Lalafell	Male
4873	Seserukka	Lalafell	Male
4874	Shamani Lohmani	Lalafell	Male
4875	Shanga Meshanga	Lalafell	Male
4876	Shashagun	Lalafell	Male
4877	Shigitt	Lalafell	Male
4878	Sholno Ralno	Lalafell	Male
4879	Shushutaby	Lalafell	Male
4880	Silver-tongued Showmaster	Lalafell	Male
4881	Ser Baron Von Quiveron IV Esquire (page does not exist)	Lalafell	Male
4882	Skoefmynd	Lalafell	Male
4883	Slurping Dwarf	Lalafell	Male
4884	Small-boned Seller	Lalafell	Male
4885	Soaking Dwarf	Lalafell	Male
4886	Sohoi Yumahoi	Lalafell	Male
4887	Sosobati	Lalafell	Male
4888	Sosoze	Lalafell	Male
4889	Sozai Rarzai	Lalafell	Male
4890	Spindly Soldier	Lalafell	Male
4891	Starveling Child	Lalafell	Male
4892	Stead Botanist	Lalafell	Male
4893	Steaming Dwarf	Lalafell	Male
4894	Stone Torch (From Point A)	Lalafell	Male
4895	Stone Torch (NPC)	Lalafell	Male
4896	Storm Mage	Lalafell	Male
4897	Storm Private (Zelma's Run)	Lalafell	Male
4898	Storm Squadron Sergeant	Lalafell	Male
4899	Stranded Miner (Lalafell A)	Lalafell	Male
4900	Stranded Miner (Lalafell B)	Lalafell	Male
4901	Suspicious Merchant	Lalafell	Male
4902	Suspicious Spectator	Lalafell	Male
4903	Tanga Tonga	Lalafell	Male
4904	Tatabaru	Lalafell	Male
4905	Tataramu	Lalafell	Male
4906	Tataroga	Lalafell	Male
4907	Tatasako	Lalafell	Male
4908	Tatasosa	Lalafell	Male
4909	Telbi Kesulbi	Lalafell	Male
4910	Teledji Adeledji	Lalafell	Male
4911	Teteshan	Lalafell	Male
4912	Tholl Gourmand	Lalafell	Male
4913	Tholl Smith	Lalafell	Male
4914	Tholl Tinkerer	Lalafell	Male
4915	Threadbare Thaumaturge	Lalafell	Male
4916	Timid Student	Lalafell	Male
4917	Timid Townsdwarf	Lalafell	Male
4918	Tiny Trader	Lalafell	Male
4919	Totonowa	Lalafell	Male
4920	Totoruna	Lalafell	Male
4921	Tournament Registrar (Tournament of the Century)	Lalafell	Male
4922	Traders of Edge Merchant	Lalafell	Male
4923	Troubled Gentleman	Lalafell	Male
4924	Troubled Townsman	Lalafell	Male
4925	Tutumoko	Lalafell	Male
4926	Ul'dahn Trader	Lalafell	Male
4927	Undiscerning Dwarf	Lalafell	Male
4928	Unmanned Researcher	Lalafell	Male
4929	Unsavory Illusionist	Lalafell	Male
4930	Unsavory Illusionist (2014) (The Quicksand)	Lalafell	Male
4931	Unusual Illusionist (2014) (Gridania)	Lalafell	Male
4932	Unusual Illusionist (2014) (Limsa Lominsa)	Lalafell	Male
4933	Unusual Illusionist (2014) (Ul'dah)	Lalafell	Male
4934	Ururu Kogururu	Lalafell	Male
4935	Wahoy Mahoy	Lalafell	Male
4936	Wamutt	Lalafell	Male
4937	Wawalago	Lalafell	Male
4938	Wawarukka	Lalafell	Male
4939	Wawaton	Lalafell	Male
4940	Wedge	Lalafell	Male
4941	Well-informed Adventurer (2017)	Lalafell	Male
4942	Well-informed Adventurer (2018) (Sunsilk Tapestries)	Lalafell	Male
4943	Well-informed Adventurer (2019) (Sunsilk Tapestries)	Lalafell	Male
4944	Well-informed Adventurer (2020) (Sunsilk Tapestries)	Lalafell	Male
4945	Well-informed Adventurer (2021) (Sunsilk Tapestries)	Lalafell	Male
4946	Well-informed Adventurer (2022) (Sunsilk Tapestries)	Lalafell	Male
4947	Wonder Square Guide	Lalafell	Male
4948	Wowobaru	Lalafell	Male
4949	Wowotazi	Lalafell	Male
4950	Wrought Researcher	Lalafell	Male
4951	Xamott	Lalafell	Male
4952	Xinitt	Lalafell	Male
4953	Xologg	Lalafell	Male
4954	Xomogg	Lalafell	Male
4955	Xorutt	Lalafell	Male
4956	Yalto Nolto	Lalafell	Male
4957	Yayaneja	Lalafell	Male
4958	Yayaroku	Lalafell	Male
4959	Yayazuku	Lalafell	Male
4960	Yoyobasa	Lalafell	Male
4961	Yulgi Honalgi	Lalafell	Male
4962	Yuwawa	Lalafell	Male
4963	Yuyubaya	Lalafell	Male
4964	Yuyuhase	Lalafell	Male
4965	Yuyutazi	Lalafell	Male
4966	Zazarikku	Lalafell	Male
4967	Zazawaka	Lalafell	Male
4968	Zezeragi	Lalafell	Male
4969	Zuzudesu	Lalafell	Male
4970	Zuzumeda	Lalafell	Male
4971	Zuzutyro	Lalafell	Male
4972	Animated Artisan	Lalafell	Female
4973	Anogg	Lalafell	Female
4974	Anxious Adventurer	Lalafell	Female
4975	Atheleys	Lalafell	Female
4976	Beott	Lalafell	Female
4977	Bibimu	Lalafell	Female
4978	Black Uma Shonin	Lalafell	Female
4979	Brass Blade (Full of Rigor Mortis)	Lalafell	Female
4980	Brass Blade (Simple Minds)	Lalafell	Female
4981	Bright-eyed Rabbit	Lalafell	Female
4982	Calm Daughter	Lalafell	Female
4983	Calm Researcher	Lalafell	Female
4984	Chachabi	Lalafell	Female
4985	Chanene	Lalafell	Female
4986	Checkpoint Chaperone	Lalafell	Female
4987	Chocobokeep (Camp Broken Glass)	Lalafell	Female
4988	Chocobokeep (Vesper Bay)	Lalafell	Female
4989	Chuchuto	Lalafell	Female
4990	Crestfallen Citizen	Lalafell	Female
4991	Crystal Caravan Leader	Lalafell	Female
4992	Dadapu	Lalafell	Female
4993	Dainty Child	Lalafell	Female
